Yorum,Puan,Tarih,Yıl,Ay
Hesap doğrulanmıyor,1,2025-11-07 22:04:35,2025,11
kayıt olmak istiyorum ama giriş yap diyor napicaz,5,2025-11-07 21:48:52,2025,11
Böyle saçma bir güvenlik prosedürü olamaz. Bir ay içerisinde 2 ayrı cihazdan giriş yaparsam paycell im kapanıyor ve bir ay giriş yapamıyorum. Be kardeşim telefonumu değiştirirken sanamı sorucam istersem 5 kez değiştiririm telefonumu şifrem var benim ve sen buna müdahale edemezsin hesabı kapattım zaten bir dahada kullanmam. Bu arada bankalarda bile yok böyle güvenlik.,2,2025-11-07 16:36:03,2025,11
"Daha uygulamayı kullanmaya başlayalı neredeyse 1 ay olmasına rağmen, uygulamaya girmeye calistigimda hiç bir neden yokken içinde bakiye mevcutken ""güvenliğiniz nedeniyle oturumunuz sonlanmistir"" hatası vermeye başladı. bir türlü giremiyorum. Sikayetvardan cozeceklerini söylediler. En kısa sürede mağduriyetimin giderilmesini istiyorum. Düzenleme: Hesabım 3 haftalık bir sürecin sonunda açıldı. Sorunumu çözdükleri için teşekkür ederim ancak bundan sonra kullanmama kararı aldım.",4,2025-11-07 10:41:17,2025,11
bütün puanlarım yandı kullandirmadi tuzaklar başka birsey degil,1,2025-11-07 10:35:30,2025,11
bu uygulama tamamen rezalet giriş yapa tıklıyorum telefon numaramı giriyorum kod gelmiyo 10-15 dakika bekliyorum yine gelmiyor. Lütfen bu hata düzeltilsin,1,2025-11-07 07:37:42,2025,11
"hesabım güvenlik sebebiyle oturum sonladrmistr diyor rezil oldum kendi paramla rezil oldum böyle bı uygulama yok muhattap bile bulamıyorsunuz .,...............................................,.............................................................,,......",1,2025-11-06 23:22:27,2025,11
"Duzenli olarak Fatura ya yansit limitimi kullanmama ragmen,bugun haber verilmeksizin ani limit dusurmeniz anlamsız. Sabah alisveris yaparken kasada magdur oldum ve hala ne bir cozum nede bir ozur yok.",1,2025-11-06 19:18:36,2025,11
Müşteri hizmetlerine bağlanamıyorum arıyorum buradan hizmet veremiyoruz diyorlar hesabımda para kaldı hiçbir şekilde karttanda işlem yapamıyorum acil dönüş bekliyorum,5,2025-11-06 17:49:42,2025,11
KARANLIK MODU GETİRİN HEMEN!,1,2025-11-06 17:26:04,2025,11
severek kullandığım uygulama fakat puanların karşılığı günümüzde çok düşük siz herşeye zam yapıyorsunuz neden puanların karşılığı artmıyor 1250 puan 10 TL iyide 10 TL'ye ne kaldı ki play store de sakız parası oldu artık anlamsız yani puan biriktirmek,5,2025-11-06 17:25:03,2025,11
Önce limitimi 5000 tl ye yükseltip sonra tekrar 3000 tl ye düşürmenin mantığı nedir? hemde hiç bir bilgilendirme yapmadan. Asla ama asla tavsiye etmiyorum Turkcelle ait hiç bir şeyi kullanmam büyük pişmanlıksınız.,1,2025-11-06 05:06:12,2025,11
1tl dahi harcasan 50 kuruşunu geri veriyorlar Bunlar manyakişler,5,2025-11-06 04:44:00,2025,11
beğendim. bayağı güzel,5,2025-11-05 23:05:18,2025,11
"NFC İLE HESAP YÜKSELTMEDEN İŞLEM YAPMIYOR,AYRICA İŞLEM YAPMADIYSANIZ HER AY İÇİN 20₺ KESİYOR ÇAKALLAR!!!",1,2025-11-05 20:08:40,2025,11
cok kotu daha hesabi dogrulayamiyorum bile,1,2025-11-05 19:00:30,2025,11
Arayüz Çok Yavaş . İsmim Uygulamada Yanlış Gözüküyor E Posta İle İsim Değişikliği Taleb Ediyorum Ama Geri Dönüyorsunuz,3,2025-11-05 07:07:20,2025,11
Baglanmasi biraz zaman aliyor. Menuler arasinda gezerken bazen takilmalar oluyor. Cihazimda acilista donma problemi yasatiyor.,4,2025-11-04 22:18:41,2025,11
Ya böyle uygulamamı olur kimlik okutuyoruz selfie ekranında izni veriyoruz bidaha izin bidaha izin sonra red yiyoruz onaylıyamiyoruz,1,2025-11-04 21:14:26,2025,11
"kimlik doğrulaması yapamıyorum selfie aşamasını yaptıktan sonra biraz bekliyor sonra hata veriyor, 18 yaşından küçüğüm veli onay için de kimlik doğrulaması gerekiyor ama yapamıyorum",1,2025-11-04 19:54:40,2025,11
kötü,1,2025-11-04 19:03:15,2025,11
nasıl bir uygulama ya giriş yapıyorum yapacağım işlemin üstüne basınca çıkış yapıyor kendiliğinden lütfen sorun çözülsün,2,2025-11-04 19:02:07,2025,11
Co iyi,5,2025-11-04 18:19:25,2025,11
bankaların kestiği faizin iki katını kesiyor kullanmayın bu uygulamayı,1,2025-11-04 17:48:40,2025,11
"yaklaşık 2-3 gün önce kayıt olmaya çalıştığımda sim kart ile buraya yazdığım numaranın aynı olmadigini söylüyordu doğru yazsamda bugün bidaha denedim nasil olduysa oldu ancak simdide hesabı onaylatirken selfie kisminda birturlu yüzümü tanitamadim kimlik footsu ergenlik öncesi olduğu için tipde değişiklik var ancak bir sürü daha ön ödemeli kart markasına kayıt oldum ve hepsi kabul etti,onlar nasıl ediyor neyse umarım buda düzelir ilerleyen zamanlarda ne olduğunu yazarim",1,2025-11-03 22:19:10,2025,11
büyük kolaylık... gerçekten...,5,2025-11-03 20:46:40,2025,11
kendini istemiyorum dışı yükletiyordunuz,1,2025-11-03 07:18:53,2025,11
Root ile kullanılamayan her uygulamaya gereken yıldızı verin,1,2025-11-03 00:36:40,2025,11
muq,5,2025-11-03 00:03:57,2025,11
Hesap şifresi unuttuğumuz da Şifre değiştirmek için illa müşteri temsilcisi ile konuşup halletmek gerekiyor. Bu kadar saçma bir şey yok. Teknoloji çağındayız. Şifre değişikliği için SMS veya E-posta ile değiştirilebilmesi gerekiyor. Bir kullanıcı olarak şifreyi unutup değiştirmek için bu kadar zahmet çektiğim için aldığım hizmetin kötü olduğunu söyleyebilirim. Şifreyi unutup değiştirmek bu kadar zor olmamalı. Alternatif firmalar bu konuda daha iyi.,1,2025-11-02 00:24:39,2025,11
"en son güncelleme ile,oğluma para gönderemiyorum",4,2025-11-01 16:13:28,2025,11
papara uygulaması kapandıktan sonra buraya gelenler bizikkoooo,5,2025-11-01 16:02:26,2025,11
"çok yavaş uygulama. Kartı sipariş ettirmek için adres giriyorum, uzun kelimeler diyor, kabul etmiyor ama parayı çekiyor. İlginç.",2,2025-11-01 12:26:00,2025,11
bir türlü giriş yapamıyorum şifremi oluşturduktan sonra e postamı girince açılmıyor lütfen ama lütfen bu sorunun düzeltilmesini istiyorum,1,2025-10-31 19:22:49,2025,10
harika ötesi bir uygulama,5,2025-10-31 12:11:47,2025,10
paycell salla kazan da kazandığım paycell puanları hep yani 100 puan yazıyor ama puan vermiyor lütfen bu sorunu giderin,3,2025-10-31 08:53:30,2025,10
Cok uzun kafa katistici,2,2025-10-31 08:47:31,2025,10
giriş yapılmıyor hep hata hep hata,1,2025-10-30 16:44:51,2025,10
"Uygulamayı indirdim ama bir türlü giriş yapamıyorum, kaç defa denedim kod gelmiyor",1,2025-10-30 16:03:41,2025,10
Değerli Paycell Ne Zaman Nakit Para Transfer İşlemini Kullanıma Açmayı Düşünüyorsunuz Acaba,1,2025-10-30 15:36:08,2025,10
çok güzel uygulama,5,2025-10-30 00:31:11,2025,10
Çok saçma bi uygulama olmasa daha iyi yapacağınız işi tam yapın şifresini hatırlamayan biri kurtarma kodunu nasıl hatırlasın saçma bi uygulama yapmışsınız tam bir zeka geriliği ahhahahahaha,1,2025-10-29 23:34:52,2025,10
Türkcell kullananlar için müthiş,5,2025-10-29 18:50:37,2025,10
hesapta 2093Tl bakiyem var ama bir hatadan kaybakli parayı kullanamıyorum müşteri hizmetleri ile görüştüm ikametgah belgesi ile birlikte türcell bayiye gidin dedi KENDİ PARAMİ KULLANMAK İÇİN İKAMETGAH ADRESİMİ ÇİKARİP BAYİYEMİ GİTMEM GEREKİYOR.,1,2025-10-29 15:11:00,2025,10
cokiyi,5,2025-10-29 06:20:54,2025,10
şifremi unuttum seçeneğini tıklıyorum kod gönderiyor. kodu giriyorum girişte sorun yaşıyorsanız arayın diyor. kardeşim kodu giriyorum neden arayayım. ara veya geri dön yazıyor. mecburen geri dönüyorum ve uygulamayı siliyorum. daha gönderdiği kodu girmeme rağmen yardımcı olmuyor telefonda bana nasıl yardımcı olacak.,1,2025-10-28 22:07:10,2025,10
iyi,5,2025-10-28 21:33:07,2025,10
çok güzel ve şık ama bana 20 TL gönderebilir misiniz,5,2025-10-28 15:31:31,2025,10
Daha kötü bir uygulama görmedim. Turkcell kalitesinden çok ama çok uzak. Vakit kaybından başka bir şey değil.,1,2025-10-28 13:09:03,2025,10
en öne gelmeei oçin 5 puan verdim yoksa vermezdim türk Telekom lu olduğum için ayrımcılık yapıyorlar Turkcell lilere bir sürü internet verirken bize hiç vermiyorlar,5,2025-10-28 10:40:54,2025,10
neden e-postayla giremiyorum,1,2025-10-27 19:42:08,2025,10
Gerçekten Çok Güzel Sorunsuz Bir Uygulama,5,2025-10-27 19:23:09,2025,10
iyiyi,5,2025-10-27 18:17:16,2025,10
fatura ödeme olmuyor para aktarım olmuyor,1,2025-10-27 16:20:52,2025,10
hiç yardımcı olmuyorsunuz,1,2025-10-27 16:09:40,2025,10
××ş××ş işş şş××40 iş,2,2025-10-27 13:51:19,2025,10
karta aktar kullan var yapıyoruz olmuyor ariyoruz saatlerce bekliyoruz yazık gerçekten,1,2025-10-27 12:51:32,2025,10
eskiden kredi kartı ödeme yapıyordum artık oda olmaz oldu ee biz neden kullanaıyoruz paycell kartını yani ne havale var ne kart borcu ödeme var böyle bir şey olabilir mi ey paycell ödeme yapacam ben fakat yapamıyorum böyle saçmalık görülmedi 1 yıldız bile hak etmiyorsunuz turkcell bu durumu düzeltmeli yoksa komple bırakıyorum sizi nokta,1,2025-10-27 11:33:06,2025,10
cihazimda nfc yok diye doğrulama yapamıyorum işlemim yarida kaldi rezalet uygulmama,1,2025-10-27 08:18:30,2025,10
Paycell Uygulaması Çok İyi Herkesin Kullanmasını Tavsiye Ediyorum,5,2025-10-26 22:45:38,2025,10
uyeligimi iptal ettigim halde odeme yansiltilmiş yaziklar olsun size,1,2025-10-26 12:21:11,2025,10
Değerli Paycell Ne Zaman Nakit Para Kullanımı ve Çekimine Açmayı Düşünüyorsunuz Acaba Uygulamayı,1,2025-10-26 03:29:37,2025,10
berbat para transferi yapmıyor ne başka ibana ne kendi ibanima parayı yalan ettiler kaldı öyle,1,2025-10-25 23:18:50,2025,10
karta para aktar diyor aktarıyoruz. 99 tl kesiyor. kendimize çekemiyoruz alış veriş yapamıyoruz. eee ne yapacam ben bu paysel kredisini? miilleti tuzağa düşürüp parasını almaktan başka bişey değil.,1,2025-10-25 17:10:26,2025,10
ben özgür bir halife Ömer Orhan Gencebay beni bana hayrinisanı ama unutmak mümkün olur mu diye bana atarmısın ne zaman ve nasıl internet sitesi Sancak ama unutmak için sevmedim çünkü o da ne bileyim işte böyle çark ne zaman açıklanacak olan,5,2025-10-24 20:36:00,2025,10
"Her para hareketi komisyon kesintisi içeriyor. Galaxy Watch uygulaması yüklü olduğunda telefon uygulaması çalışmıyor. Saat uygulaması da zaten hiç bir işe yaramıyor, neden var anlaşılmıyor!! Para gönderme komisyonu çok yüksek. Papara'ya geri döneceğim. Kendi onaylı hesabıma dahi komisyon ile para gönderiyorum. EFT için ücret alan banka mı kaldı yahu. İstanbulkart için hala anlaşması yok, bu da ayrı bir olay.",1,2025-10-24 19:29:40,2025,10
uygulamaya bugün giriş yapamıyorum güvenlik nedeniyle oturumunuz sonlandırıldı diye yazıyor,1,2025-10-24 16:20:52,2025,10
paycelle parayatirdim guvenlik nedeni ile işleminiz sonlandırıldı deniyor sebep nedir nasil kurtarılır hiç bir şekilde ilgilenen yok hesaba giremiyorum yatırdığım parayi kullanamıyorum güvenip işlem.yapmayin sorun ile ilgilenen kimse yok,1,2025-10-24 00:27:34,2025,10
paycel yaramaz.para yatırmaya bile para kesiyor.bide Türkcel olacak.vodafon pay kart da ücretsiz bütün atm lerde.,1,2025-10-23 22:15:45,2025,10
Uygulama şifremi unuttum arıyorum yine şifre istiyor müşteri hizmetlerine nasıl ulaşacağız veya telefona şifre gönder niye yok,3,2025-10-23 09:26:07,2025,10
Doğrulama işlemi çok kötü olmuş 15 yaşındayım ve doğrulama yapmak için kimliğinde fotoğraf istiyor ailemin izni var doğrulama için fakat kimliğinde fotoğraf yok ailem kendi kimlikleri üzerinden doğrulama yapmasını istemiyor ve ben Pay cell A. Ş Gmail den mesaj yazdım fakat saçma saçma şeyler gönderdiler bu yüzden Çok kötü bir kart sorunumu çözene helal olsun. ve bu durum diğer kartlarda yok ben bu kartı aldığım için pişman oldum eğer sorunum düzelir se 5 yıldız vereceğim düzelmesi kardeğişcem.,3,2025-10-22 21:10:38,2025,10
100-150₺ harcama yaptık aylık 45₺ üyelik ücreti ödetiyorlar. Yüklemeyin..,1,2025-10-22 20:16:13,2025,10
güzel bir uygulama teşekkür ediyorum,5,2025-10-22 11:08:44,2025,10
faturama 45 tl ücret yansımış üye değilim arıyorum bir muhatap bulamıyorum,1,2025-10-22 10:59:28,2025,10
güzel uygulama puan gönderme limiti yükselse çok güzel olur sanki,5,2025-10-22 09:52:01,2025,10
çekim yapılan tutarın şahsi kişisel banka hesabımıza çekimi konusunda artık işlemler açılsın ve sonrası daha kullanışlı ve müşterilerin dikkatini çekersiniz bunuda biz söyleyelim bakalım,2,2025-10-22 01:42:25,2025,10
harika bir uygulama çok memnunum,5,2025-10-22 01:31:20,2025,10
apodan dolayı beğendim,5,2025-10-21 21:39:12,2025,10
harikasın,5,2025-10-21 19:27:57,2025,10
dolandırıcı,1,2025-10-21 07:23:27,2025,10
benzin ve akaryakita QR ile yüzde 15 diyor ama daha önce kazandığım akaryakıt şirketini bu ay kafasına göre silmiş vermedi 150 TL yi. o zaman belli firmalar üye işyeri vs demeniz lazım. kurumsalligi açıklayıcıligi benim ögretmem gerekmez sanırım koskoca turkcel sirketine,1,2025-10-20 20:49:33,2025,10
giriş yapamıyorum,5,2025-10-20 18:08:35,2025,10
Duzeltin şu hataları paket satın alacam kendiliğinden çıkış yapıyor,1,2025-10-20 14:25:57,2025,10
paycell güzel Bir yıldır kullanıyorum harika,5,2025-10-20 13:15:44,2025,10
Türkiyede paycell para çekme var mı ? kaldırıldı denildi,4,2025-10-20 12:03:24,2025,10
uygulama iyi ama takımlara özel kartlar olsa daha iyi olur,3,2025-10-19 21:50:49,2025,10
Paycell kolaylık,5,2025-10-19 19:08:40,2025,10
Uygulamayı gerçekten çok beğendim öğrenciler için harika bir finans uygulaması sadece kesintileri olmasa muazzam olurdu ama bu hâliyle de gayet başarılı.,5,2025-10-18 18:13:07,2025,10
daha once başka kredi kartindan para yükleyip diğer kartı ödüyorduk şimdi ise ödeme yaptırmıyor bu ne iştir böyle,1,2025-10-18 00:06:50,2025,10
Rezil bir uygulama,1,2025-10-17 21:24:38,2025,10
Haber vermeden herşeyi değişmiş puanlarım 0 lanmış para verip aldığım paycell kart iptal edilmiş bravo tebrik ediyorum bu şekilde devam edin 👎👎👎,1,2025-10-17 17:32:17,2025,10
ciddi zaman kaybi. yuz tanimayi asla gecemezsiniz.,1,2025-10-17 10:47:01,2025,10
İZNİM DIŞINDA 3-4 KEZ FATURANA YANSİT İPTAL EDİLİP PARA CEKİLDİ REZİL BİR UYGULAMA,1,2025-10-17 09:04:26,2025,10
Allahın dediği olur,5,2025-10-16 22:07:38,2025,10
eskisi gibi calişmiyor girerken uygulamadan atiyor👎🏼,1,2025-10-16 21:11:41,2025,10
"Çocuğu özellikle telefon kullananlar bu uygulamaya karşı çok dikkatli olun, yoksa uçuk bir fatura ile karşılaşırsınız, mağduriyetim hâlâ giderilmedi, Asla kullanmam 😡",1,2025-10-16 20:58:11,2025,10
Hiçbir yerden para yükletilmiyor. şokta yapamıyoruz diyor turkcell bayileri yükletmiyoruz diyor. eğer harçlık için falan kullanacaksanız iyi uygulama.,3,2025-10-16 19:34:55,2025,10
sırf yorumum gözüksün diye 5 yıldız verdim uygulama 1 yıldız bile hak etmiyor sebebi is ÖDEMEM REDDEDİLİYOR halbuki kartta para var,5,2025-10-16 18:45:37,2025,10
20 gündür para iadem gelmedi müşteri temsilcisi sürekli 30 gün içerisinde diyip geçiştiriyor para iadem gelince direkt sileceğim ve bir daha kullanmayacağım,1,2025-10-16 18:15:10,2025,10
cok saçma bir uygulama haftada 1 kere salla topla var 100 puan veriyo onunda zamanı var siliniyor hiç bir işe yaramıyor çok kötü bari biriksin ya,2,2025-10-16 17:56:25,2025,10
karta aktarılan bakiyeyi kullanamıyorum.sanal kart birincil kart yazıyor..70 tl paycell kart aldım sadece 250 tl aktarabildim.türkcell bayii çalışanları bile çözemediler.980 tl duruyor öyle.bende uygulamayı iptal ettim.vesselam.aynen duruyor.olmuyor.,1,2025-10-16 16:09:00,2025,10
qr kodla ödeme yaparken işleminize devam edemiyoruz sonra tekrar deneyin diyor ve qr ile ödeme almıyor para benden çıkıyor ve geri iade geliyor,1,2025-10-16 15:08:14,2025,10
Sürekli önüme reklam geliyor bundan sıkıldım lütfen yapmayın,1,2025-10-16 12:06:14,2025,10
"Uygulama içerisinde ne yaparsam yapayım sürekli ""Güvenlik nedeniyle tekrar giriş yapmanız gerekiyor"" deyip kapaniyor.",1,2025-10-15 17:14:03,2025,10
bilgim olmadan seksen TL hesabimdan kesilmis sebebi lütfen. bilgi verirmisiniz.,5,2025-10-15 12:27:54,2025,10
e mail şfremi yenileyemiyorum bide NFC istiyor bu zamanda kimin telefonu NFC ki bunu düzeltin hakaret etmek istemiyorum üstüne vergide alıyorsunuz düzeltin bunu bide uygulama için 5 yılız vermedim yukarda dursundiye verdim uygulamayı güncelleyin günah kardeşim biraz daha zaman geçsin silecem,5,2025-10-13 19:40:32,2025,10
Sürekli kapanıyor,5,2025-10-13 13:47:59,2025,10
güzel uygulama,5,2025-10-13 01:01:18,2025,10
kimlik doğrulama adımıni farklı cihazlarla defalarca denememe rağmen geçemedim. araba siparişi vereceğim ancak bu sebepten dolayı sipariş veremiyorum. bir işlem insanı bu denli yormamalı !!!,1,2025-10-12 19:23:06,2025,10
Paycell uygulamasında Android telefonum üzerinden kimlik doğrulama işlemi yapmak istiyorum ancak her denememde “Kimlik tarayamadık” şeklinde bir hata alıyorum. Özellikle NFC ile kimlik taraması aşamasında bu sorun sürekli olarak karşıma çıkıyor ve işlem hiçbir şekilde tamamlanmıyor. Uygulamanın en güncel sürümünü kullanıyorum ve işlemi farklı zamanlarda defalarca denememe rağmen sonuç değişmedi. İşlemleri Siverek’te gerçekleştirdim. Paycell hesabıma bağlı müşteri numaramın son dört hanesi 5767’,1,2025-10-12 19:04:15,2025,10
başarısız uygulama boş boşuna türkcell fatura ödüyorum,1,2025-10-12 13:53:50,2025,10
salla toplada hep 100 puan veriyor saçmalık cidden 1 yıldız bile fazla bu uygulamaya her perşembe 100 puan ya nasıl oluyor bu açıklar mısınız bana,1,2025-10-12 12:04:46,2025,10
Faturasız hat için Paycell limiti her ay düzenli olarak kullanıyorum ama 2 yıldır hâla 750tl çok düşük bir miktar limitlerin 750 tl de sabit kalması çok saçma Lütfen limit arttırımı yapın.,5,2025-10-12 11:13:09,2025,10
"iki gündür giriş yapamıyorum, işleminizi gerçekleştiremiyoruz daha sonra dene diyor. müşteri hizmetleri ile de görüştüm hesapta hiçbir sorun olmadığını söyleyip giremeyişime şaşırmak dışında bir şey yapamadılar. çözüm bekliyorum.",1,2025-10-12 01:33:35,2025,10
Hesabim Olmamasına Rağmen Faturaya Yansıt Kapalı Olmasına Rağmen 360 TL Para Yansıtılmis Paycell Adına Faturamı Acil Çözüm Rica Edeyirum,1,2025-10-12 01:24:42,2025,10
lütfen şu puanlarla hediye alma hakkı sınırsız yapın çok saçma şu saçmalığı düzeltin ve şu sala toplayıda düzeltin full 100puan veriyor kazı kazan getirin bunları yaparsanız çok iyi olur.....:),3,2025-10-11 23:23:29,2025,10
TL ve paket yükleme yapamıyorum,1,2025-10-11 17:08:23,2025,10
mobiotv den 229 tl çekildi aynı dakika aradım iptal için cekilen üçret iade edilmiyormuş kullanmadığım bişey için üçret almak adalet mi haram zıkkım olsun,1,2025-10-10 22:24:27,2025,10
"Bu kadar saçma bir uygulama olamaz, email adresimi güncelleyemiyorum. Herhangi bir bilgi güncellemesine izin vermiyor.",1,2025-10-10 17:58:48,2025,10
kimlik doğrulama işlemi olmuyor hata veriyor,1,2025-10-10 09:57:15,2025,10
.a bu .,1,2025-10-09 16:12:09,2025,10
rezil.,1,2025-10-07 23:42:24,2025,10
Paycell pişmanlıktır arkadaşlar hiç. Bir şekilde yardımcı olmuyorlar kendi uygulamasının içerisinden bile iletişime geçemiyorum müşteri hizmetleri yönledirmesine rağmen ( üste gözüksün diye 5 yıldız veriyorum) tavsiye etmiyorum hiç bulaşmayın mümkünse türkcell ve paycellden uzak durun,5,2025-10-07 21:36:20,2025,10
Uygulama güncelleme istiyor. Güncellemeyi yapıyorum suanda yaptı bitti. Ama girilmiyor,1,2025-10-07 12:57:48,2025,10
5 aydır paycell'e giriş yapamıyorum numara şifremi yazıyorum kon gönderiyorlar ama 5 aydır kod gelmiyor ne kadar yetkili varsa görüştüm bir çaresini bulamadılar hala da giriş yapamıyorum ne kadar uğraşsam'da,1,2025-10-06 23:39:49,2025,10
"Kredi kartıyla yükleme yapılmıyor, mail gönderiyorum ilgilenen yok",1,2025-10-06 18:36:45,2025,10
yeni şifre oluştur diyor ama onay tuşu basmıyor,1,2025-10-06 13:26:41,2025,10
lütfen artik uygulamayı düzeltin iki tane kartımın olmasına rağmen (biri sanal) baska bir kart ekleyemiyorum. kartın limiti doldu diyor lüfennnn düzeltin artiikkk,2,2025-10-05 17:55:49,2025,10
Ne zaman uygulamaya girmeye çalışsam olmuyor. Sürekli bir sıkıntı çıkıyor. Çok kötü bir uygulama,1,2025-10-05 09:48:24,2025,10
sürekli uygulama dan atıyor ve şifre istiyor çıldırdırıcam,1,2025-10-04 14:41:47,2025,10
dolandırıcı sahte alışveriş yapıldı SMS atarak sisteme insan çekip olamayn para var gibi gösterip seni borclandiran sahtekâr Turkcell firmasi,1,2025-10-04 08:39:33,2025,10
faturana yansıt limiti kaç ayda bir yenileniyor,5,2025-10-04 04:13:11,2025,10
paysl hesabim aylardır donmus naptysam olmdi çağır merkzini bile ardim onlr birisuru saçma sapan sler suyeldi hep sni doğruldum halde onlr bile bisy yapmdi,1,2025-10-02 17:51:48,2025,10
bu uygulamayı vodafone'dan mı öğrendiniz vodafone'un Vodafone paydiye uygulaması var o uygulama çok üç kagıtcı vede dolandırıcı bir sistem kesin bu uygulamada o şekildir ben kullanmak istemiyorum kullanmayacağım Ve hiç kimse kullanmasın tavsiye Vodafone beni 5 bin tl zarara uğrattı O yüzden turkcell'e geçtim Turkcell'de o şekil uygulama yapacaksa Turkcell'de terk ederim,1,2025-10-02 13:45:29,2025,10
Sürekli yüz tanıma sisteminde anlık hata var diyor ve doğrulama yapamıyorum.,1,2025-10-02 07:56:47,2025,10
sadece 100 puan veren gereksiz bir uygulama yüklemeye bile gerek yok arkadaşlar,1,2025-10-02 00:45:31,2025,10
"böyle uygulama olmaz olsun devamlı hata veren uygulama bıktırdınız Türkcell ile tüm bağlarımı kopartım lad olsun diye uygulama yapıyor milyon para veriyor kerem Bursin,ne doğru dürüst işin uzmanını teslim etmiyor yazıklar olsun",1,2025-10-01 23:47:26,2025,10
Doğrulama işlemi sürekli hata veriyor,1,2025-10-01 21:57:37,2025,10
harikasınız hizmetiniz 5yıldız hizmet...,5,2025-10-01 14:26:30,2025,10
ben böyle bişey yapmadım faturama niye bu parayı yansıtıyorsunuz pisli herifler kabul etmiyorum paysel nedir bilmiyorum,1,2025-10-01 04:50:49,2025,10
bana sormadan para çekmesini açıklar mısınız ?,2,2025-10-01 01:50:26,2025,10
uygulamaya giriyorum aciliyor tekrar kapaniyor ekra basa sariyor,1,2025-09-30 17:17:16,2025,9
Çok kötü ve boş bir uygulama,1,2025-09-30 10:19:19,2025,9
5 yıldız verdim en üste gözüksün ben böyle bişi görmedim kartı iptal ettirdim benden aylık 30 TL kesio bu çözülsün,5,2025-09-29 11:50:12,2025,9
Rezalet,1,2025-09-28 20:57:39,2025,9
"para gönderilmiyor ve çeşitli platform'lar dan da alışveriş yapılamıyor pos kapalı diyor, doğrulama'da selfie kısmı adımı gittikten sonra yeşil ✅ vermiyor ve hata veriyor bu hata 1 sene'den fazladır var paycell'den nefret ettim kapatıcam komple net yeter artık yetti bu ne sanki CİA binasına merkezine giriş yapıyoruz aşırı derecede abartılı bir sözde güvenlik sistemi var.! 😡😠😤😬",1,2025-09-28 20:06:58,2025,9
39₺ lik oyun alışverişine 50₺ aidat alan uygulamamı bu? yoksa yoksa fatura geç ödendi diye 70₺ geç tahsilat bedeli alan uygulamamı!,1,2025-09-28 18:52:49,2025,9
zaman israfı,1,2025-09-28 15:57:11,2025,9
kartım internet alışverişi aktif olmasına rağmen internet alışverişi yaparken onaylanımıyor bankanız izin vermiyor deniyor bu sorunun çözülmesini arz ediyorum,1,2025-09-28 15:46:42,2025,9
almayın aldırmayın çöp,1,2025-09-28 03:55:17,2025,9
mükemmel,5,2025-09-28 02:01:14,2025,9
daha önce yorum yapmıştım değiştirdim ve Teşekkür ediyorum gerçekten güzel uygulama,5,2025-09-27 19:50:56,2025,9
para yükledim.Sonrasinda alışveriş yaptım.Kalan parayı çekmek için 7 lira ücret talep ediyor.kendi paranızı kendi hesabınıza geri çekmek için para ödemek zorundasınız.Uzak durun uygulamadan,1,2025-09-27 14:14:13,2025,9
çok hüzel bir uygulama,5,2025-09-27 11:52:50,2025,9
benim numaram üzerine biri paycell e girmiş alışveriş yapmış ve ben yapmadığım şeyin faturasını ödemek zorunda değilim lütfen biri yardım etsin bana,5,2025-09-27 10:27:35,2025,9
giriş yap Mak çok zor ve saçma,1,2025-09-27 01:27:22,2025,9
oldukça iyi bir sıkıntı yok 2 hafta boyunca kullandım sıkıntı çekmedim,5,2025-09-26 23:58:26,2025,9
telefonu salıyorum ama bos hediyemi göremiyorum,1,2025-09-26 23:54:59,2025,9
Sevgi sadakat ile Vessalam,5,2025-09-26 23:48:18,2025,9
bana ilk alışverişinin %50 iade mesajı geldi. iade verdiler. yetmedi her ayda 45 tl aylık ücret alıyorlar. iptal etmek için uğraş dur. Bu ülkede bunlara izin verdikleri için yalan ve dolandırıcılık resmi olmuş. benim iznim olmadan 45 tl nasıl alıyorlar. milyonlarca 45 tl aldıklarının hesabımı yapabiliyor musunuz?,1,2025-09-26 17:47:26,2025,9
berbat bı uygulama ilk defa açıp yurt dışı transfer yapalım dedik sistem hata verdiği gibi üstüne paramiza bloke koydu,1,2025-09-26 15:40:39,2025,9
güzel,5,2025-09-26 09:27:18,2025,9
Guzel uygulama,5,2025-09-25 17:12:23,2025,9
süper,5,2025-09-25 15:18:07,2025,9
QR İLE ÖDEME YAPAMIYORUM SÜREKLİ HATA VERİYOR,1,2025-09-25 00:05:19,2025,9
Dünyanın en gereksiz uygulaması,1,2025-09-24 20:06:57,2025,9
şu mobil veriden işlem yapma huyunuzu sonlandırın artık annemin sim den açmak için annemi zor ikna ederek telefonu alıp hesaba girdim ztn daha hala mobil veri istiyor kendi kartımı eklemek için kesin şunu artık,3,2025-09-24 19:44:45,2025,9
sizin Allah belanızı versin kara 130 lira para falan attım neyse oyunda biraz birşeyler almak istedim hep hata aldım 2 saat onunla uğraştım dediler karta para yok bakiye gözüküyordu e alışveriş ac dediler açtım ama olmadı gerçekten diyecek söz bulamıyorum yazıklar olsun geçen zamanima,1,2025-09-24 17:52:02,2025,9
