Yorum,Puan,Tarih,Yıl,Ay
Maalesef Kart Siparş Edecekler Birdaha Düşünsün Kart Geldi Kartın Numarasını Herşeyini Giriyorum Yanıt Vermiyor Kartı İptal Edeceğim Ya Da Bi Çözüm Bulunsun,5,2024-11-23 21:46:26,2024,11
Tam anlamıyla mükemmel 👌 bir dolandırıcılık sistemini yasalarla koruma altına almışlar dahiyane hırsızlık şebekesi,1,2024-11-23 19:12:45,2024,11
Lütfen kazı kazan kampanyası gelsin,5,2024-11-23 19:03:00,2024,11
Unutulan şifre için uygulamadan ne güzel hallediyorduk neden müşteri hizmetlerini arıyoruz ve bekliyoruz. Bu yüzden uygulamayı sildim.🤷🏽‍♂️,4,2024-11-23 15:05:13,2024,11
Güzel kullanışlı,5,2024-11-22 21:48:58,2024,11
Sisteme TC kimlik no ve bilgilerimi giriyorum işlem yapılmıyor ve eşleşme olmuyor uyarısı alıyorum. Kimliğimi arkalı önlü okutuyorum aynı şekilde işlem yapılmıyor. Sistem ve uygulama başarısız.,1,2024-11-22 18:12:10,2024,11
0 yıldız olsa onu işaretlerim almadığım kataloğu aldınız yazıyor böyle sahtekarlık yok birde turkcell uygulaması olacak yazıklar olsun ALMADIĞIM PAKETİ ALDINIZ YAZIYOR.,1,2024-11-22 09:50:57,2024,11
Paycell üzerinden dolandırıldım sakın yüklemeyin inanmayın savcılığa suç duyurusunda bulundum.,1,2024-11-22 07:55:16,2024,11
Ananizi ....,1,2024-11-22 00:38:31,2024,11
Kimlik Doğrulamam Aktif Gözüktüğü halde banka kartımdan paycell hesabıma para gönderemiyorum Güçlü Kimlik Doğrulama yapmak istiyorum fakat kimliğimi NFC ile telefonuma okutuyorum ama şu anda işleminizi gerçekleştiremiyoruz ve teknik bir hatadan dolayı işleminize devam edemiyoruz hatası alıyorum. Defalarca müşteri hizmetlerini aramama ve mail atmama rağmen kimsenin ilgilendiği yok. Tam bi rezillik. Turkcell artık kalitesini düşürüyor. Uygulamayı da sildim işim olmaz artık kimseye de tavsiye etmem,1,2024-11-21 22:54:21,2024,11
Mükemmel,5,2024-11-21 21:57:08,2024,11
Gerçekten de sabahtan beri şifre sıfırlamak için uğraşıyorum ve kurtarma kodu da bloke oldu müşteri hizmetlerini arıyorum yardımcı olmuyorlar e posta adresine yazıyorum yardımcı olmuyorlar nasıl bir sorumsuzluk alt üstü bir tane şifre sıfırlama linki atacaksınız ya,1,2024-11-21 18:51:10,2024,11
Ben parsel istemiyorum hemen iptal edin,1,2024-11-21 18:32:35,2024,11
NFC özeliği yok diye onaylayamadim lütfen kolaylaştırın bunu,2,2024-11-21 18:11:05,2024,11
Kart aldım ama kart açılmıyor bütün bilgileri girdiğimde kart bilgisi yanlış diyo nasil çözerim,3,2024-11-21 16:30:51,2024,11
Devamlı şifre sayfasına dönüş yapıyor,1,2024-11-21 14:46:56,2024,11
99da kaldı inmiyo inmiyo şikayet ediyorum 😡,1,2024-11-21 14:45:50,2024,11
Salla topla yaparken hep 100 puan veriyor,1,2024-11-21 13:05:48,2024,11
Biktirdiniz surekli bildirim geliyor rica etsem kaybolurmusuniz asabini bozuyorsunuz insanin,1,2024-11-21 12:16:29,2024,11
Rezalet,1,2024-11-21 00:29:47,2024,11
Uygulama güzel ama salla toplada hep 100 puan veriyo 1 GB verdiğini hiç görmedim ayrıca hediyelerin 750 puan olması iyi olmuş.,3,2024-11-20 23:36:30,2024,11
Turkcell Paycell %20 kampanyası toplamda 300 Tl kazanabiliyorsunuz biraz önce öğrendim 1500 TL %20 si 300 tl yapar ve kampanya bitiyor.Sırf bu kampanya için paycell kullanamam fakat %20 kazanımını 300 TL ile sınırlandırmayıp sınırsız yapsaydınız ve süresi olmasaydı tadından yenmezdi.Bu kesinlikle şahsi düşüncem ve bilgilendirmedir.Beğenin üstte kalsın.,5,2024-11-20 20:30:17,2024,11
Uygulamaya giriş yaptigimda ekranda harhangi biryere dokununca uygulamadan atıyor şifre yazma ekranına geri dönüyor,4,2024-11-20 08:08:29,2024,11
Güzel uygulama begendim,5,2024-11-20 02:42:11,2024,11
Kesinlikle bulaşmayın kampayalar geri donus yapilmiyor ucret iadesi yapilmiyor vb cok sey var hic ilgilenmiyorlar,1,2024-11-20 01:21:01,2024,11
"sakın bulaşmayın, öyle böyle dolandırıcı değiller.",1,2024-11-19 21:56:36,2024,11
PAYCELL ÜZERİNDEN DOLANDIRILDIM FAKAT TARAFIMA NE PAYCELL SAHİP ÇIKTI NEDE TURKCELL SAHİP ÇIKTI ÖZELLİKLE TURKCEL PAYCELL İN BİZİMLE BAĞLANTISI YOK DEDİ FAKAT NE HİKMETSE UYGULAMASINDA PAYCELL İN REKLAMINDAN BAŞKA REKLAM YOK DESEM YALAN OLMAZ.....,1,2024-11-19 21:50:48,2024,11
"Uygulama şifremi unuttum yenilemiyorlar 100tane mail attım Uygulama süper ama müşteri memnuniyeti 0000 dedikleri tek mail Merhaba, Gönderdiğiniz e-posta tarafımıza ulaştı. Talebinizle ilgili size en kısa sürede dönüş yapacağız. Bu maili cevaplamanıza gerek bulunmamaktadır. İyi günler dileriz. PAYCELL Müşteri Hizmetleri",1,2024-11-19 19:28:38,2024,11
Çok saçma sapan soruları var hiç bir uygulamaya giremiyoruz,1,2024-11-18 21:08:17,2024,11
Paycel paket iptali yapman lazım şifre oluşturmaya çalışıyorum Aralık ayına kadar çözmem lazim😭😭😭öğrencinin faturam 500 tl oldu yanlışlıkla,1,2024-11-18 17:20:36,2024,11
Bu nedir ya bakayım dedim nasıl bir uygulama 100 TL kestiler sonra kart aidatı dediler 4 TL her ay keseceklermiş kartı iptal edemiyorum .haram olsun o paralar,1,2024-11-18 16:40:37,2024,11
"Uygulama çok yavaş açılıyor ve kullanılıyor, bu da işlemlerimin süresinin fazla uzamasına neden oluyor. Lütfen hızı arttırın.",5,2024-11-18 07:54:25,2024,11
Şifremi unutum yenilemek istiyorum yeniliyemiyorum çağrı merkezini arayın diyor arıyorum çağrı merkezinden şifremi değiştirmek istiyorum fakat kendisi bana uygulamaya dönüp şifremi deyistire bilecegimi söylüyor şifreyi unutum kısmına basincada bana tekrardan çağrı merkezine yonlendiriyo hiç beyenmedim,1,2024-11-18 01:53:50,2024,11
Benim oturumu kapatıldı lütfen açarsın Giremiyorum,3,2024-11-18 01:48:21,2024,11
Mrhb numara değiştim önceki nomla hisse senedi ne giriş yapmıştım no farklı tc aynı oldu için şifre yenile yemiyorum giriş yapmıyor,5,2024-11-17 21:57:53,2024,11
sürekli reklam olarak karşıma çıkmasın,1,2024-11-17 18:27:48,2024,11
"İnsanı delirten bir uygulama, öncelikle müşteri servisinden konuşalım tam bir rezalet ilgilenme sıfır ancak daha müşteri temsilcisine bağlandırmıyor telefonunuza şifre gönderildi diyor, 5 saniye sonra hatalı giriş diyor ya daha şifre gelmediki nasil hatalı giriş oluyor aklım almıyor vallahi(asla gelmedi aşırı rezalet bir altyapı)diyeceklerim bu kadar",1,2024-11-17 15:17:22,2024,11
Bolk gibi uygulama indirmeyin,5,2024-11-17 14:54:00,2024,11
İygula kimliği doğru okutmama rağmen okumuyor hata veriyor resmen rezalet Bı an önce duzletilisn yetkilier tarafindan,1,2024-11-17 11:15:58,2024,11
Dolandırıcılar ikidir bişey indirince ekrana geliyor faturama hemen ücret yansiliyor saçma sapan bı uygulama Allah'tan korkun,1,2024-11-16 03:34:08,2024,11
Bu uygulamayı düzeltin maksimummu ne onu kaldırın insanı turkcellden biktirmayin,1,2024-11-15 22:36:10,2024,11
Tek sıkıntı para yatırırken para kesiyor bu düzele bilecek birşeymi veya hangi banka ücret kesmes,5,2024-11-15 21:11:42,2024,11
Almayın aldırmayın,1,2024-11-15 17:50:40,2024,11
Salla kazan yapıyorum sürekli hata veriyor neden böyle en son uygulamayı kalidiracam o olacak,1,2024-11-15 02:26:45,2024,11
Ben her seyi yaptim ama kartimi ekleyemiyorum lutfen yardim edin,2,2024-11-14 18:01:21,2024,11
Ne güzel para cekimi yapıyorduk onu da kapattınız cok yazık,5,2024-11-14 17:11:06,2024,11
Denemedim daha,5,2024-11-14 00:04:51,2024,11
para transferinde çok ücret kesiyor. Eftyi birkaç banka hariç 7/24 yapamıyorsunuz. Her şeyden para kesiyor. Karta aktarılabilen bakiye de yeterince çok değil. Bir tane anlaşmalı bankası yok atmsinden ücretsiz para çekebğleceğin.,1,2024-11-13 15:28:49,2024,11
Boş beleş bir uygulama,1,2024-11-13 13:39:25,2024,11
Uygulama çok sıkıntılı hiçbir şey doğru çalışmıyor işleme şuan devam edemiyoruz diyor para çekmek istesem vermiyor odeme yapsam zar zor kartin temassızı bi gidiyor bi geliyor sifre dogru oldugu halde sifre yanlis diyor herseyde ücret kesiliyor sipariş yaptım ve geri iade ettim ve param hala geri gelmedi kısacası tavsiye etmem,1,2024-11-13 11:10:09,2024,11
"Neden paycell kullanmak zorunda bırakıyorsunuz insanları, birşey satın almak istersek zaten faturaya yansır. Bi ürün bedeli ödediğimiz gibi bir de paycell ücreti ödüyoruz. Gerçekten tam bir soygun.",5,2024-11-13 09:36:02,2024,11
Millete sallata sallata binlerce puanın karşılığı birkaç GB hediyemi ? Dalgamı geciyorsun kardeşim sen ! İnsan uzun süreli müşterilerine yormadan hediye gönderir ! Adamı ayar etmeyin!,1,2024-11-13 01:51:59,2024,11
🤔🤔🤔🤔Merhabalar önceden ıban'a para aktarılıyor ama şu an aktarılamıyor🤔 aktarılıyorsa nasıl yapacağımız konusunda bilgilendirirseniz sevinirim,5,2024-11-12 23:27:30,2024,11
Ben böyle berbat geri zekalı bir uygulama görmedim şifremi unutum yenilicem kurtarma kodu istiyor bilmiyorum ve block koyuyor.. yani sonderece boş bir uygulama berbat,1,2024-11-12 22:59:21,2024,11
NİV adresini yazıyorum sorun olsuyor. kimlik fotarflari çekmiyor bu sorunu çözün ayrıca müşteri hizmetleri telefon acmiyor,1,2024-11-12 22:52:34,2024,11
Tebrik ederim kayıp çalıntı için müşteri hizmetlerine bağlanması 7 dakika sürdü tam bir rezalet.,1,2024-11-12 21:46:35,2024,11
Devamlı çöküyor!,1,2024-11-12 21:29:39,2024,11
Müşteri hizmetlerine nasıl ulaşabilirim,1,2024-11-12 15:42:08,2024,11
Trendyol üzerinden alışveriş kredisi için baş vurdum msj geliyor onaylandı diye siteye yönlendiriyor site sürekli hata veriyor bu ne ya o zaman msjda göndermeyin dalga geçecek başka bir alan bulun ve yorumları okuduktan sonra hemen silme gereği hissettim ne gerek var bankadan ücretsiz yaptığım işlemlere burdan ücret ödemeye,1,2024-11-11 22:52:38,2024,11
Niye rot tespit ediliyor,1,2024-11-11 19:21:47,2024,11
İyi,4,2024-11-11 17:23:19,2024,11
Bu ne tarz bir gerizekalılık ? Çağrı merkezini arıyorum çağrı merkezi çalışanına bağlanma seçeneği yok şifreyi unuttum diye mail gönderiyorum abuk subuk cevaplar ile dönüş yapılıyor !,1,2024-11-11 09:44:31,2024,11
Saçma sapan bir uygulama. Uygulamada olumlu hiç birşey yok para almaya yönelik bir uygulama...,1,2024-11-10 22:27:22,2024,11
"Yukarıda görünsün diye 5 puan verdim, çok kötü uygulama para yükleyemiyorum kod gelmiyor dönüyor, beni çok fazla mahçup etti",5,2024-11-10 09:25:19,2024,11
Bana sizin tarafınızdan mesaj gelmesini istemiyorum ya beni rahatsız ediyor kesin mesaj göndermeyi yeter ya yeter günde 40 kez işleminiz için bakiye yetersizliği mesaji atmayın mesaj,1,2024-11-09 15:34:52,2024,11
Hiç tavsiye etmiyorum yorum yukarda dursun die 5yıldız verdim faturam dan otomatikmen para kesiyo kapatmak istiyorum olmuyor,5,2024-11-09 08:35:14,2024,11
Uygulama güzel 1dk yakın internet geldi,5,2024-11-09 01:36:25,2024,11
Merhabalar . Telefona root işlemi uygulandığından bu uygulamayı kullanamıyorum.. Ayarlardan da yapmaya çalıştık fakat olmuyor... Lütfen yardımcı olur musunuz..? Teşekkürler ..,5,2024-11-08 20:50:53,2024,11
Hiçbir şekilde şifremi yenileme işimi yapamıyorum,1,2024-11-08 18:45:19,2024,11
Kardeşim ödeme yapamıyoruz müşteri hizmetlerini arıyoruz çözüm yok size yıldızda yokken,1,2024-11-08 11:07:45,2024,11
Kod gelmiyor.,1,2024-11-07 16:26:28,2024,11
Hesabımdaki parayla fatura ödemesi yapamıyorum. Doğrulama kodu göndermiyor. İlk kez böyle bir durumla karşılaşıyorum. Bu nasıl bir uygulama böyle? Paycell Turkcelle ait bir kurum değil mi? Neden Turkcell faturamı ödemek istediğim zaman benden komisyon ücreti alıyor?,1,2024-11-07 01:49:31,2024,11
fiyasko bespara etmez kart aidatida varmis ne hizmetveriyosun ki aidat istiyosun alan arkadalara duyrulur bespara etmez turccell in para tuzagı (Ayrıca Turkcell eski turkcel değil çok küçüldü diyerleri geçti geçecek),1,2024-11-06 09:40:55,2024,11
N11 puanların son kullanma tarihi geldi kullansmadim,2,2024-11-05 17:04:40,2024,11
"Kredi taksitlerini ödeyemiyorum, uygulama, sürekli ""yüklüyor"" simgesi takılı kalıyor ya da uygulamadan atıyor.",2,2024-11-05 16:14:56,2024,11
2 yıldız verdim çünkü mesale oyuna para yatırsan arkadaşın kart bilgilerini görse parayı arkadaşın gizliden çeker ve oyununa yatırı bunu çozseler iyi olur paycelin kurucusu,2,2024-11-04 11:56:54,2024,11
Harika sonunda güzel bir uygulamayı yakaladım Paycel-Cüzdan artık benim destekçim oldu tavsiye ederim,5,2024-11-04 11:08:22,2024,11
"Paycell hesaptan transfer yapamıyoruz, kart ile atm den para çekemiyoruz. Para benim para. Ben transfer edemeyeceksem,atm den cekemeyeceksem niye veriyorsunuz bu parayı? Şirket olarak bu tip uygulamalara itiraz edeceksiniz.",1,2024-11-04 09:41:06,2024,11
paycell gerçek müşteri temsilcisine ulaşılmıyor bu kadar sorumsuz bir kurum görmedim sahtekarlar geniş kütlede bedava reklamınızı yapicam burdan duyuru paycell yetkililerine burdan çağrı yapıyorum magdur olanlara benim elimde hersey belgeli ispat li yapilan işlemlerin kişinin bilgi dahilinde olmadan arka plan da islenen yasa dışı işlemler turkcell ve payccell e maddi ve manevi tüketici magdur ediliyor haksızlıklar yapılıyor onlar bilerek isteyerek tüketicinin izni bilgisi dışında oluyor herşe,1,2024-11-04 03:40:17,2024,11
Uygulamada Aylık gelir bilgisini yazamıyorum 0 ı değiştiremiyorum.,5,2024-11-04 03:34:42,2024,11
🤩,5,2024-11-03 20:17:39,2024,11
Önceden güzel kampanyalar vardı ama şimdi doğru düzgün bişey yok. Artık nakit para da cekemiyosun. Bol bol işlem ücreti kesiyor. Bir miktar para yatırmıştım onu da geri çekemiyorum. Kimlik doğrulama istiyor kimliğimi de bir türlü okumuyor. Nefret ettim uygulamadan üyeliği de iptal edip bidaha indirmicem.,1,2024-11-03 20:17:32,2024,11
Bu bile fazla,1,2024-11-03 17:37:17,2024,11
Almayın aldırmayın,1,2024-11-03 13:34:40,2024,11
Rezalet ötesi sifre değişikliği için kod yolluyoruz diyor kod falan gelmiyor giriş dahi yapamıyorum,1,2024-11-03 12:34:35,2024,11
Paycel mükkemmel vallahi kart aliyosanız paycell alın başka kart var aklımda ama paycell mükemmel o yüzden beş puan veriyorum,5,2024-11-02 17:45:40,2024,11
Çok gereksiz aktif hesabım olmamasına rağmen faturaya kesintisi yansıyan dolandırcı uygulama. Bu cüzana ihtiyaç yok.,5,2024-11-02 15:15:11,2024,11
Ise yaramaz bir uygilama kredi odeme yapamiylrum ekran dönüyor ama sonuc yok,1,2024-11-02 13:56:34,2024,11
Yaklaşık 6 ay oldu paycell doğrulama kodu ve şifre bloke oldu ve nedir fazla para çekildi tespit edildi bu bir yalan ve hiç kimse yardımcı olmuyor ve bir daha paycell kullanmayacağım ve kullanan arkadaşlara tavsiye etmiyorum müşteri istemiyorlar ondan,1,2024-11-02 11:34:29,2024,11
Çok kötü,1,2024-11-02 11:31:44,2024,11
Boş,1,2024-11-02 00:26:43,2024,11
👏,5,2024-10-31 10:57:45,2024,10
Çok güzel bir uygulama tebrik ederim🙏,5,2024-10-30 22:47:57,2024,10
"ALLAH siz belânız versin yalandan başka bir şey yok para tuzdaki 4,6 aydır boş para ödüyorum abon kapatamıyorum",1,2024-10-30 08:41:43,2024,10
"5 yildiz verdim begendigim icin degil, üstde gorunmesi icin hicbir faydasi olmayan uygulamaya her ay ucret odemek zorundayım...Ben asla paycell aboneliği iptal edemiyorum aylardır boşu boşuna para çekiliyor kullanılmayan bir uygulamadan nasıl her ay para çekiliyor, anlamış değilim iptal etmek istiyorum onu bile iptal edemiyorum... lütfen bana yardımcı olun ve beni bu iletten kurtarın... Turkcell' i defalarca aradım aboneliği iptal edemiyor çok saçma...",5,2024-10-28 15:15:22,2024,10
Salla toplada o kadar çok puan topladimki her salladiginizda size 100 puan veriyor 5 kere yaptim bu salla toplayi toplam 500 puan kazandirdi en düşük 750 puan gunluk 1gb youtube veya instagram bunu kazanmak icin 8 hafta yani 2 ay salla topla yapmaniz lazim cok memnunum teşekkürler Turkcell,2,2024-10-28 02:01:16,2024,10
Çok isisiniz paycel ekibi,5,2024-10-27 22:22:38,2024,10
Kart sipariş ettim iptal etmek istiyorum nasıl yapabilirim,5,2024-10-27 20:02:00,2024,10
Sorunun paysel ile ilgili olmadığını anlamış bulunuyorum Microsoft 365 paycell cüzdanıma sızmış olduğu anlaşılıyor.,1,2024-10-27 12:49:43,2024,10
Çok iyi,5,2024-10-27 08:45:30,2024,10
Şifremi ben yanlış girdim tekrar şifre yenilemek istiyorum şifre bloke olmuştur diyor bana yardımcı olur musunuz buradan bir şekilde Kayseri girmem lazım şifremi yeniler misiniz bana bir şey yardımcı olun oradaki butona basıp canlı telefona bağlanıyorum müşteri temsilcisine bağlanıyorum buradan yapamıyoruz diyorlar oradan linkten yapacaksın diyorlar linke giriyorum aynı yere tekrar bağlıyor beni ne saçmalık ya şifrem ve kurtarma kodum bloke olmuş,4,2024-10-26 11:57:48,2024,10
1)Karta aktarılabilir bakiyeden hesaptaki para karta aktarılmıyor 2)çok kesinti yapıyor banka maktik ve aidat 3 )sürekli hata veriyor 4 )paramı çekemiyorum,1,2024-10-26 07:05:03,2024,10
Şifremi unuttum birturlu yenisini alamadım,1,2024-10-26 00:20:06,2024,10
Uygulamaya giriyorum şifreyi girdikten sonra beni atiyor BU NEDİR PARA YÜKLEYEMİYORUM!! İNDİRMEYİN REZİLLİK,2,2024-10-25 23:18:40,2024,10
Tamam,5,2024-10-25 22:27:13,2024,10
Kimlik doğrulama yapmıyor. Aylardır aynı. Kartını ücretli veriyor. Kartımızla para yüklerken ücret alıyor. Hesabı kullanmazsanız yine ücret alıyor. Her şeye ücret alıyor. Kullanmayın. Para yükleseniz o paeayı tekrar ibanınıza göndermek isteseniz yine para istiyor.,1,2024-10-25 17:48:40,2024,10
Uygulama güzel ama ne zaman NFC gelirse ozaman daha iyiolur,5,2024-10-25 14:25:21,2024,10
"Kartı elinize aldığınız andan itibaren sürekli para ödüyorsunuz. Bankaların vermeniz için takla attığı otomatik ödeme talimatları için bile işlem ücreti alınıyor. Kullanmasanız da ücret kesiliyor. Ücretler yüksek olmasa da, tüm platformlarda ücret kesmeyi bırakın, üzerine para verilen işlemler için ücret ödemek insanı kötü hissettiriyor. Biraz mücadele sonrası iptal işlemlerini başlattım. Darısı başınıza.",1,2024-10-25 09:20:59,2024,10
Dolandırıcılar için çok kolay güvenlik açıgı var benden 403 tl çektiler düşünün uygulamaya çok kolay erişim yapılıyor. Redmi telefon kullanıyorum uzaktan erişim ile dolandırdımdım bankaya gıremediler paysele girdiler,1,2024-10-25 02:57:08,2024,10
Mükemmel,5,2024-10-25 00:03:20,2024,10
Paycellde kartlı cashback nerdeyse yok. Turkcell e hiç yakışmıyor. Biraz kendinize iş Bankasınin nays uygulamasıni örnek alın. Paycell çöp oldu.,1,2024-10-24 17:59:47,2024,10
Kiikkokkkkk,5,2024-10-24 14:39:49,2024,10
5 yıldız verdim yukarıda görünsün diye indirme kardeşim hiç tavsiye etmiyorum paranla rezil olmak istiyorsan tam senlik. 👎👎👎,5,2024-10-24 00:34:50,2024,10
Kredi taksiti ödemeye calisinca durdu hatası veriyor bu ne,1,2024-10-23 21:50:27,2024,10
Daha iyi olabilirdi,3,2024-10-23 21:06:27,2024,10
Bu lanet uygulama yüklemedik ama üye olmuşuz falan bir sürü fatura geldi Allah kahretsin sizi,1,2024-10-23 17:51:43,2024,10
Başka ıban'a para gönderemiyorum hata veriyor sorun ne zaman düzelecek,5,2024-10-23 16:04:43,2024,10
Türkcelin hayal kırıklığı,1,2024-10-22 23:56:11,2024,10
"Yukarda görünsün diye 5 yıldız verdim,uygulamada kimlik doğrulama yapmak imkansız, herşeyi yapıyoruz tam finalde video çekme kısmına geliyoruz uygulama donuyor ve kendi kendini kapatıyor,cihazım oppo reno 5 lite,eski bir cihazda değil ama uygulama sorunlu, abimin s24ünde denedim ondada aynı şekilde oldu,uygulama kapanmadı ama video çekme ve secenekler butonu yoktu,lütfen güncelleme yapın.",5,2024-10-22 14:55:55,2024,10
Kartı Aldım Daha Önce Hesabımda Bulunan Parayı Karta Atmaya Çalışıyorum Ama Sürekli İşleminize Devam Edemiyoruz Hatası Veriyo Sinir Oldum Lütfen Sorunu Çözün.,1,2024-10-21 19:21:16,2024,10
ne yapıyorsunuz siz ya şifremi giriyorum yanlış diyor hesabımı dondurdu ondan sonrada uygulama telefonda yok diye uyarı vermeye başladı yenidem uygulama yüklemeye çalışıyorum bu defa da uygulama telefonunaza uyumlu değil diyor uygulamayı telefona indiremiyorum şaka misiniz siz ya bıktım ya kurumun yatirdigi yemek parasını zorla kullanıyorum bir de şimdi bu çıktı başıma Allah aşkına bir çözüm yolu bulun ne saçma bir uygulamanız var ya beş yıldızı değil bildiğiniz eksi 1500 puanı hak ediyorsunuz,5,2024-10-20 23:03:35,2024,10
Turkcell mağazada aldığım omix 600 uygulamayı desteklemiyor diyor ne alaka spot telefon açıyor,1,2024-10-20 20:50:12,2024,10
Kartı yeni aldım kullanmak istiyorum ama sürümu telefona uygun deilmis sen sadece bir kart uygulamasısin neden telefonuma indiremiyorum ve telefonum eski bir telefonda deil,1,2024-10-20 17:11:04,2024,10
Ugluma sürekli atıyor hata veriyor ödeme yapamıyorum sistem hata veriyor sürekli,3,2024-10-20 17:00:48,2024,10
İyibir uygulama değil Kesinlikle tavsiye etmem,1,2024-10-20 16:36:31,2024,10
İndirilemiyor sorunun düzeltilmesi lazim,5,2024-10-20 14:25:50,2024,10
berbattı müşteri hizmetleri kurtarma kodu yollamiyor açılmıyor,1,2024-10-20 13:51:39,2024,10
Sürüm?,1,2024-10-20 12:51:41,2024,10
Uygulama cihaziniza uyum değil deniyor,1,2024-10-20 12:45:33,2024,10
10000 tl para aldı,1,2024-10-20 08:55:45,2024,10
Paycell uygulaması telefonunuzla sürümü uyumlu değil diyor yardimci olurmusunuz lütfen,5,2024-10-20 01:00:57,2024,10
Her türlü denemede nasıl katılır,5,2024-10-19 17:29:25,2024,10
Bi ise yaramaz cöp bi uygulama ne hesap oduyebiliuosun nede baska bise,1,2024-10-19 15:06:54,2024,10
Sizin yapacağınız uyugulamanın Allâh belasını versin bu sürüm cihaza uygun degilmiş hey allahım,1,2024-10-19 14:49:47,2024,10
Çok boş bir uygulama hiçbir şekilde internet vermiyor salla topla var 100 puan veriyor hiçbir işe yaramıyor kesinlikle boş yüklemeyin yüklemeyin yüklemeyin derim,1,2024-10-19 09:34:29,2024,10
cihazınız bu sürümle uyumlu değilde ne demek oluyor?,1,2024-10-19 08:08:57,2024,10
Berbat bir uygulama sakın bulaşmayın para tuzağı,1,2024-10-18 22:27:06,2024,10
Kullanışmaz berbat bir uygulama dolandırıcı,1,2024-10-18 17:43:35,2024,10
Çok güzel,5,2024-10-18 16:07:37,2024,10
Uygulama düzgün çalışmıyordu bende silip tekrar yüklemek istedim fakat telefonununz bu uygulama ile uyumlu değil hatası ile karşılaştım.sorun benim cihazdan kaynaklıdır diye başka bir telefona yüklemek istedim ama aynı sorun onda da var sunuda belirtmek isterim ikinci denedigim Android en güncel cihaz neden böyle bir sorun oldu acaba ?,1,2024-10-18 15:34:48,2024,10
Daha dun cihazimdan sildim tekrar yükleyince sürüm uyuşmazlığı varmis nasil giricem simdi iceride param kaldi,1,2024-10-18 14:26:22,2024,10
Cihazım Redmi Note 8 Ve Bu Sabah Uygulama Yoktu Ve Sürüm Yetersiz Diye Uyarı Aldım Paycell Bir Hayal Kırıklığı...,1,2024-10-18 09:03:17,2024,10
Daha önceden cihazımda çalışıyordu şimdi çalışmıyor düzeltin,2,2024-10-17 20:24:22,2024,10
uygulama sürekli 100puan veri yor onu sadaka niyetine veriyorsunuz galibaa hiç kollan masak daha iyi yanii PAYCELL uygulamasını insan ları kandırmak tan vaz geçin Türkcell,1,2024-10-17 18:52:50,2024,10
Kayıtlı ziraat Kartımdan paycell karta para yüklenmiyor. Hem hata veriyor hem sayfa açılmıyor,1,2024-10-16 23:42:43,2024,10
gerektiğinde sesli yardımcı yok,1,2024-10-16 12:32:35,2024,10
İyi çok iyi,4,2024-10-16 09:19:18,2024,10
Önceden güzel uygulama idi ama fatura ödemeleri yaparken işlem ücreti kesilmesi hoş olmadı fatura ödemeleri başka yerden yaparız artık.,1,2024-10-16 08:53:10,2024,10
Turkcell kullanıcılarının bile bu uygulamadan uzak durmasını tavsiye ediyorum kartıma banka havalesi olarak yaptığım paramı 4gundur hesabıma yansıtmadılar kesinlikle karşınızda sizle ilgilenecek kimse yok tamamen başı boş uygulama 4gundur defalarca telefonla görüştüm defalaca mail attım uygulama üzerinden bildirim gönderdim aciliyet bildirimleri herşey ama birtek geri dönüş bile olmadı 1750 paramı akladılar Google playin bunlar gözardi etmemesi gerek derhal bnce yayımdan kaldırılmalı bu uygulama,1,2024-10-15 21:49:43,2024,10
Açilmiyor,1,2024-10-15 20:03:46,2024,10
Şifremi hatırlamıyorum doğrulama kodunu da o yüzden giriş yapamıyorum,1,2024-10-14 19:54:12,2024,10
kart ekleme ekranında adres bilgisinden sonra video ya gelmeden ekrandan atıyor sürekli hata alıyorum bu sorunun duzeltilmesini arz ederm,5,2024-10-13 21:01:12,2024,10
Çok Güzel hareketler bunlar...Beyendim,5,2024-10-13 14:02:34,2024,10
"Yankesicilik gibi bir uygulama, nakit çekim yok eft hata veriyor işleri zorlaştırdığı gibi hep faydalarına olmayan şeyleri sana engel çıkarıyor. kart başvurusu yaptım iki aydır vermedikleri gibi kart üçreti olarak 90 tl peşin almayı becerebildiler. 42 gün sonra kontrat bitiyor ve kesinlikle propaganda yapmıyorum fakat bir daha Vodafone'a taşınıp asla ayrılmayacağım.",1,2024-10-13 03:17:20,2024,10
Hayatımda ilk defa pes dediğim nokta 1 aydır ne giriş yapabiliyorum nede kıpırdatabildim bu nasıl bir şey anlamış değilim öbür uygulamalar beni hiç yormadi kullanmaktan vazgectim,1,2024-10-12 21:32:39,2024,10
Puanlarım la GB almaya çalışıyorum sürekli uyarı veriyor ve hiç almadığım paketlerde de arıza veriyor düzeltmeniz gerekiyor,3,2024-10-12 14:19:20,2024,10
Ben indirdim bin pişmamçn oldum...Müşteri hizmetlerine bağlanmak ayrı bir zulüm.Bu nedir hangi çağda yaşıyoruz.İnsanları mağdur etmek için müzik dinletiyorlar..,1,2024-10-11 22:56:53,2024,10
Eskiden daha iyidi simdi hiç iyi değil,5,2024-10-11 21:02:10,2024,10
Çok kotu,1,2024-10-11 07:31:44,2024,10
Guzel,5,2024-10-10 22:20:22,2024,10
bulaşmaaa vadeli alınan ürünü asla erken ödetmezz...fazlafan 510 tl işlem ücreti istiyor tam tefecii aqq,1,2024-10-10 09:04:22,2024,10
