Yorum,Puan,Tarih,Yıl,Ay
"Cüzdan kısmında 5mayıstan beri kartta 5.66 TL görülüyor. Halbuki en som işlem 862.59TL'lik iade, yani böyle bi şey imkansız. Evvela ""belki paycell aynen iade/iptal edilmiş ödemeleri karta yeni yükleme yapmak olarak sayıyorur, o yüzden aylık limite takılmıştır"" diye düşündüysem de, 6nisan'dak yüklemeden bi ay geçince nihayet bu sonuncuya yer açılmış olmalıydı, 8mayısta kart hala 5.66 TL gösteriyor. Ayrı acaiblik olarak, 27nisanda 17.99TL Lifebox ücreti kesilmiş, bizde onu hiç kullanmış yokken.",2,2024-05-08 12:46:27,2024,5
Mükemmel,5,2024-05-08 11:39:32,2024,5
Ucuz jeton verin daha iyi olur Lütfen tiktok,5,2024-05-07 23:26:52,2024,5
"Bu,kartı şoktan aldım gereksiz bi kart hesap açmaya çalışıyorum sanal,kart açılıyor verdiğim paraya yazık birdaha bu hatayı yapıp bu karttan almicam",1,2024-05-07 20:51:28,2024,5
Berbat bir uygulama,1,2024-05-07 20:45:55,2024,5
Paycell şifresinin geçerlilik tarihi dolmuştur yazısı karşıma çıktı ve şifremi değiştirmek için her türlü sayıyı denedim ve her seferinde eski şifre hatalı diyor yorumuma cevap vermenizi arz ederim!,1,2024-05-07 04:49:06,2024,5
Çok iyi uygulama ama bazı alışverişlerede kullanılabilse,5,2024-05-07 04:26:00,2024,5
Berbat ötesi uygulama sakın indirmeyin. Dalga geçiyorlar insanlarla. Berbatsiniz başka bişey degil,1,2024-05-07 02:25:51,2024,5
Merhabalar paycell uygulamasındaki Uygulama mağazaları için olan dijital kodlar kaldırıldı mı? Neden yok ? Lütfen geri getirin,5,2024-05-07 00:35:29,2024,5
Uygulama güzel ancak finans işleri sıkıntı kendi parasını kim neden bu uygulamaya yüklerinki zaten bütün bankaların uygulamaları aynı işi görüyor faturama yansıt olayını anlamadım kendi uygulama abonelikleri için bir limit açmışlar asla ve asla anlaşmalı oldukları yerlerde bile kullanamıyorsun limit gözüküyor ödemeye geçince 0.00 tl gözüküyor aylık 600tl üzeri fatura ödüyorum platium tarife ayrıca süper online aboneligimde var 380tl falan ödüyorum hiç bir bankadan sorunum yok neyime yarıyacak 😂,1,2024-05-06 19:52:03,2024,5
Bu nasıl bir uygulama hesaba giriş yapamıyorum neden böyle yapıyorsun bu sorunu çözün ekibinizle,1,2024-05-06 07:43:43,2024,5
Paycell cüzdanım bölümüne giriş yapamıyorum cüzdanım sekmesine bastığımda programdan atıyor acil destek.,5,2024-05-06 07:14:31,2024,5
Daha uygulamaya giremedim bilemiyorum,5,2024-05-06 03:54:54,2024,5
Rezalet ötesi kötü bir uygulama puan biriktir ama aynı kategori den hediye alamazsın diyor. SONRA PUANLARI TARİHİ GECİP SİLİYOR.😡,1,2024-05-06 02:59:04,2024,5
Limitinin 200 TL yükselmesini istiyorum Lütfen,5,2024-05-06 02:07:29,2024,5
Paycell uygulamasına giriş yaparken tanı madıgım bir e eposta çıkıyor ve nütfen düzetrin aksi halde sizi şikayet edicem,5,2024-05-05 20:54:38,2024,5
Çok güzel olmuş,5,2024-05-05 20:07:02,2024,5
Allah aşkına ne para çekebiliyorum ne ödeme yapabiliyorum önceden böyle değildi,1,2024-05-05 14:07:46,2024,5
Musa Tmm,5,2024-05-05 10:58:41,2024,5
Rezalet herşey para her etkinlik para 1 yıldır şu salla paycel 100 puandan başka bi b.k verdiğini görmedim hergelen mesaj para para parra da paraa,1,2024-05-05 10:34:05,2024,5
Paycell kartıma sanal MasterCard oluşturdum ve faturamla 600 ekledim knk kuruluşunuz tarafından reddedildi hatası veriyor Google bende bişey yapmadım yardım lazım,3,2024-05-05 03:13:03,2024,5
"Payseli iptal etmek istiyorum ,nasıl iptal edebilirim, çünkü bildiğin dolandırıcılık her ay ödemesini yapıyorum ama hiç bir faydasını göremiyorum",1,2024-05-04 22:27:02,2024,5
Ben böyle berbat bir uygulama görmedim ne canlı destek ne temsilciler hiç bir şekilde yardımcı olmuyor anca baştan savma laflar konuşuyorlar operatörü değiştireceğim böyle rezillik görmedim,1,2024-05-04 21:20:30,2024,5
Dikkat edin faturama yansıt kullanılarak her ay para çekiyor paycell,1,2024-05-04 19:25:40,2024,5
PAYFIX E GECTIM 100 DEFA DAHA IYI PAYCELL YETKILI SERVIS VE TURKCELL GIREVLILERI DE ASLA MUSTERIYLE ILGILENMIYOR PAYFIX DAHA GUVENLI. DAHA IYI,1,2024-05-04 17:57:02,2024,5
Arkadaşımı davet ettim ama internet vermedi,1,2024-05-04 13:44:52,2024,5
Uygulamaya gidiyorum güvenlik nedeniyle oturumunuz sonlandırılmıştır diyor açmak istiyorum açılmıyor yani çok saçma bir uygulama yani bunu yapanın Allah aşkına,1,2024-05-04 10:19:46,2024,5
Artık Kendi hesabına para atamiyorsun sıkıntı büyük,1,2024-05-03 13:25:20,2024,5
Hic begenmedim e posta soruyor ama yazili olan bana ait değil telefon numarama sifre gelmiyo yardimci olan yok e postami deyistirmek istiyorum ama olmuyo bana e postamla ulasan yok,1,2024-05-03 10:28:59,2024,5
Rezalet bir uygulama uygulamaya giriş yapamıyorum hesabın dondurulmuştur diyor şifre yenileme için mail geldi diyor ama gelmiyor,1,2024-05-01 07:08:31,2024,5
Bir aydır bloke kaldıramıyorum lanet olsun,1,2024-05-01 03:52:37,2024,5
"gişeler de ödeme de rezil etmekten başka bir işe yaramayan rezil uygulama, sürekli hata verir, kurum zorunlu tutmasa yanından geçilmez.",1,2024-04-30 19:36:15,2024,4
Giriş yapamıyorum,1,2024-04-30 01:16:01,2024,4
2 dir yarışmalarda puan kazanmak için yüklediğim para kayboluyor puan da vermiyor lütfen yetkililer tarafından onarılsın bu sorun,1,2024-04-29 19:39:22,2024,4
yapacağınız uygulamaya... numaramı giriyorum sms gelmiyor,1,2024-04-29 16:59:28,2024,4
yav bı kampanya yapmışsız salla puan topla die 2 yıldır haftada 100 puan verisiz bidahaki haftaya o 100 puanda gidir ztn ya biraz daha fazla puan verin yada bırakın puanları biriktirelim olmaz böyle biraz daha böyle devam ederse uygulamayı kullanmayı bırakacam haberiniz olsun ayıp bişey madem böyle yapisiz salla toplayı kökten kaldırın yavv,1,2024-04-29 16:40:39,2024,4
İyi,5,2024-04-29 13:14:12,2024,4
"Paycelle giriş yapamıyorum,mail adresime gelen bir mail yok müşteri hizmetleri diye bir şey yok. 1 gün geç ödense dünyanın parasını kesiyorlar hizmet 0 . Berbat bir uygulama",1,2024-04-29 11:09:09,2024,4
On numara bes YILDIZ..,5,2024-04-28 23:55:20,2024,4
"B cevap xx SSS c, ne x xx xx xx",5,2024-04-28 17:29:04,2024,4
Çok kötü bir uygulama sakın yüklemeyin para yatırılıyor ama ödeme yapılamıyor indirmenizi ve almamanızı öneririm,1,2024-04-28 12:10:50,2024,4
Sorun çözüldu teşekkürler,5,2024-04-28 01:59:52,2024,4
"., kadar kac kira odem gerekiyor söyleyin",3,2024-04-27 22:39:47,2024,4
Paycell adına her ay 12 TL kesiliyor faturamdan neden acaba nasıl engelleyebilirim,1,2024-04-27 22:18:06,2024,4
Param sıkıştı ne harcıya biliyorum yada göndere biliyorum bugün 10 kere müşteri hizmetleri ile konuştum hepside karta hatayı bulamadılar rezalet,1,2024-04-27 20:35:28,2024,4
Şifremi unuttum diyorum mail adresime mail gelmiyor.,1,2024-04-27 12:09:51,2024,4
Hiç beğenmedim e-mail adresi istiyorum normalde telefon isteyeceğini hiç beğenmeme sebebi ondan daha güzel Inna daha kolay telefon numarası isteyip o kodu yönlendiriyor ondan sonra inmez şey yaptırıyor bize sıfır atıyor bence de bu uygulamayı kullanmayın ininal kullanın veya toslaya bilmem ama Tosla hiç denemedim ilk denediğimde güzeldi tosla'da Eminoğlu paycell sordum yani kredi kartı alacağım bunun yüzünden Turkcell'de değiştireceğim yani Türk Telekom yapacağım şikayetçiyim 30 tane avukata,2,2024-04-26 23:13:56,2024,4
"Uygulamayı uzun zamandır kullanıyordum fakat sim kart değişikliği yaptım uygulama müşteri hizmetlerine yönlendiriyor ,müşteri hizmetleri uygulamaya bir türlü giriş yapamıyorum çok saçma bir sistem . Beş para etmez...",1,2024-04-26 20:54:37,2024,4
Güzel ama puanları az verio 100 gibi,3,2024-04-26 20:04:11,2024,4
Kanki herkes biliyormu bu kartı çocuklar kullanıyorlar oyuna falan para yatırıyorlar sizin haberiniz varmı!,1,2024-04-26 20:02:59,2024,4
O kadar Kötü uygılamaki Eğer Tleefonunuzda nfc özelliği ( kart okuma sensörü ) yoksa işlem yapamıyorsun yapmak için yakın Turkcelle gidip Belgeler verip 4 iş günü bekliceksiniz Bu kadar kötü uygulama olamaz,1,2024-04-26 19:23:44,2024,4
Keyfi keder çalışan bi sistem. Markete gidip alışverişinizi paycel ödeme yaparsanız sistem hiçbir zaman çalışmaz. İstanbulkart yüklemek istersiniz sistem izin vermez. Kendi paranızla rezil yada mağdur olmak istemiyorsanız kesinlikle bulaşmayın derim..,1,2024-04-26 17:39:33,2024,4
Güzel bir şey,5,2024-04-26 15:18:21,2024,4
"Hiç bir işe yaramıyor, süresi dolduğu için kart değiştirmek istedim müşteri hizmetleri cevap vermiyor sürekli kartınız bloke oldu diyor ama düzeltme işlemi yapmıyor. Kartı iade almadılar iptal de etmediler. Size ödediğim para zehir zıkkım olsun.. Saygılarımla..🇲🇴",1,2024-04-26 15:09:37,2024,4
çok kötü uygulama ve banka,1,2024-04-26 05:13:17,2024,4
Uygulamaya yapılan para transferi hesaba dusmuyo yapılan dekont gonderimi den her hangi bi bilgide alinmiyo,1,2024-04-26 01:04:17,2024,4
Ben paycelle davet koduyla girdim bana puan vermedi neden,3,2024-04-26 00:53:22,2024,4
Uygulamanın fatura ödeme sekmesi çalışmıyor.,5,2024-04-25 18:36:33,2024,4
"Turkcell kendi alacagina seytan gibi fakat paycell iptal edilirken karttaki parayi iade edemiyorlarmis cok boburlendikleri teknolojileri bu basit seye yetmiyor. Yazdigim yazidan sorunun ne oldugunu anlamiyorsaniz ciddi algilama probleminiz var. Herkese kopyala yapistir cevap vermek daha kolayiniza geliyor tabi. Paycell uyeligini iptal ettigim icin oradan ben size ulasamam , fakat siz isterseniz bu yorumu yazdigim isim olan ""Ersen Uzuntaş"" isminden abonelik bilgilerime ve numarama ulasabilirsiniz",1,2024-04-25 17:19:14,2024,4
Mükemmel,5,2024-04-25 16:10:34,2024,4
Vui lضòng để kiện hàng ngay cửa. Xin cảm ơn!,4,2024-04-25 01:01:08,2024,4
Çok iyi,5,2024-04-24 23:45:24,2024,4
çok kötü bir uygulama şifremi unuttum yazdihimda şifreni yazıp şifremi degistirbwlicegimi diyo şifremi bilsem girerim ztn,1,2024-04-24 16:09:25,2024,4
Ne düzgün para gönderebiliyoruz göndermeyi başarabilirsek de paranın hesaba yansıması en az yarım saat sürüyor alışveriş yapıyosun onların sisteminde doğrulama smsi gönderildi olarak gözüküyor ama sms ulaşmıyor salla topla kampanyası desen bir hafta var bir hafta yok ve 300 puan anca veriyor puanların süresi her hafta doluyor doğru düzgün bişeyinden yararlanamıyosunuz. Bu çağ dışı uygulamayı sırf bedava internet alıcam diye kullanmaya gerek yok böyle sistemler başarısız olmaya mahkumdur.,1,2024-04-24 14:41:58,2024,4
Para gönderimi saçma. çağ ötesi sistemlerle çalışıyorlar. saçma sapan hatalar veriyor. 1 gb internet almak için uğraşılacak şey değil. indirip ruh ve sinir sağlığınızı bozmamanızı öneririm.,1,2024-04-24 14:38:31,2024,4
"Para etmez uygulama.kimlik onayinda hata veriyor0-berabat ötesi uygulama.sizi turcell,e yonlendiriyor.parami cekip silecem ve kartı çöpe atacam.paycell kart almayın ve yüklemeyin.pişman olursunuz",1,2024-04-24 14:29:53,2024,4
Erisim sikintili,5,2024-04-24 10:54:44,2024,4
PEŞİN ÖDEMEK İSTİYORUM,4,2024-04-23 21:14:03,2024,4
tek kelimeyle mükemmel sadece müşteri hizmetleri ile iletişimi düzeltmeleri lazım sadece bir aramayla istediğimiz her işlemi yapabilmemiz lazım böyle çok uğraşıyoruz,5,2024-04-23 20:29:09,2024,4
Paycell e eklediğim başka banka kartımdan paycell kartıma para gönderemiyorum lütfen daha sonra tekrar deneyiniz yazıyor sürekli nedeni nedir yardımcı olursanız sevinirim,3,2024-04-23 18:54:25,2024,4
Bloke kaldıramıyorum SMS gelmiyor Parola alamıyorum Mail güncellemesi yaptım Berbat bı durumdayım bir muhattap bile bulamadım,1,2024-04-23 18:49:44,2024,4
Çok kötü keşke 0 yıldız olsa,1,2024-04-23 17:50:23,2024,4
"Gereksiz bir şey sadece para yüklersen puan geliyor haftada bir salla kazanda sadece 100 puan veriyor oda 2 gün sonra gidiyor, bedava internet için yüklicekseniz yüklemeyin , eskiden en azından ayda bir 1000 puan veriyordu , günlük 1 GB için",1,2024-04-23 14:58:52,2024,4
Ya da TTK olan et yok hanımağımı bir tanesi tdcngmul,5,2024-04-23 14:14:36,2024,4
Paycell e giriş yapamıyorum. Turkcell bayiindeki çalışanlar ürün almak istediğimde uygulamayı yükleyip sahte bir mail açmışlar. Alacağım üründe onaylanmadı zaten. Şimdi programı açarken mail doğrulama karşıma çıkıyor. Ne yaptıysam maili değiştiremedim. Bu konuda yardımcı olabilir misiniz. Mağdurum,5,2024-04-23 07:13:08,2024,4
Sıkıntı yok şu anda yeni kullanıyorum,5,2024-04-23 00:19:42,2024,4
paycel kullanamiyorum,5,2024-04-22 20:31:49,2024,4
bana puan kazandın diyor ama girip puanı GB yapamıyorum. Sistemde root var diyor yinede devam edecek misin diyo evet diyorum açmıyor. Ben puanımı kullanmak internetimi almak istiyorum bir çözüm istiyorum.,1,2024-04-22 19:05:17,2024,4
Acilen irtibat kurabileğimiz bir numara vs getirilmesi lazım 300 tlmi yuttu hesabımda gözükmüyor kartta bakıyorum atmden ortada para falan yok,1,2024-04-22 12:09:35,2024,4
Çok iyi kullanışlı güzel,5,2024-04-22 09:03:01,2024,4
Sabaha kadar saydırasım var lan bak verdiğiniz limiti paycall karta aktarabiliyorum da niye başka hesaba gönderemiyorum yapacağınız uygulamayı seviyim,1,2024-04-22 07:12:47,2024,4
Destek konusunda gerçekten çol zayıf. Yardım merkezinde iletişime kesinlikle geçemiyorum. Bir sorunum var ama muhatap bulmak çoook zor.,3,2024-04-22 01:31:37,2024,4
Merhaba rezalet bir kart ypamısınız ben 13 yaşındayım ve kart tolgunç akademi kitap almak için adım ama daha birşey almadan ücret kesti 1 sanal kart tek var normal kartı bile daha gimedim rezalet ne diyim,1,2024-04-21 23:45:44,2024,4
Uygulama acil durumlarda işimizi görüyor bu konuda sorun yok. Fakat QR ödeme yönteminde kart değiştirme çalışmıyor kasada bekletiyor işlem iptal oluyor buna çözüm bulunması gerekli...,1,2024-04-21 14:26:58,2024,4
Şifremi unuttum seçeneğine tıklıyorum e-postama link geliyor ve linke tıklayınca eski şifremi girmemi ve sonrasında şifreyi sıfırlayabileceğimi söylüyor.Yahu eski şifremi bilsem ne diye sıfırlamak isteyim o zaman.,2,2024-04-21 00:30:38,2024,4
Uygulamada bulunan gaming bölümüne pubg Mobil 60 uc gelse mükemmel olurdu.arzederim,4,2024-04-20 21:09:09,2024,4
Diğer ön ödemeli kartlar kart ücreti almazken paycell 3 ayda bir defa 29.90 kart aidatı alacakmış.. Rekabet halindesin paycell vazgeçilmez değilsin unutma.. Bu sebepten paycell benim için bitmiştir,1,2024-04-20 19:57:19,2024,4
Yav bu ne iştir benim 3000 puanım vardı girdim baktım 100 kalmış helal etmiyem,1,2024-04-20 19:34:00,2024,4
SA uygulamaya karşı çok açık olucam uygulama çok kötü bir şey kart eklemek istiyorum ekleyemeyeyim diye önüme bir sürü sorun çıkarıyor 3d doğrulamaya girmiyor bile b*k gibi bir uyguluma,2,2024-04-20 15:22:25,2024,4
Her ay para kesmeyi biliyorsunuz ama bi şifre yenileme maili yollayamiyorsunuz gerçekten pes!!! rezillik,1,2024-04-20 13:16:58,2024,4
Çok güzel bir uygulama,5,2024-04-19 19:31:07,2024,4
Herkes okusun tamamen dolandırıcılık 7 bini geçtik fatura ödedim oyun adı altında para kesiyor ve kimsenin haberi yok fatura gelince haberimiz olmuyor oyun satın alınmış diyor SMS onaylanmış kim onayladı acaba geçen ay biz bunu kapattırdı 10 TL'ye düşürdük yeni,1,2024-04-19 18:35:27,2024,4
Almanızi tavsiye etmem uygulamada sorun var veli dogrulamasinda hata veriyor,1,2024-04-19 17:38:47,2024,4
Turkcell telefon taksidi ödeyince 70 tl işlem ücreti kesiyor bunun yerine ziraat mobil ile taksit ödüyorum 70 tl cebimde kalıyor bilginize,3,2024-04-19 16:40:32,2024,4
Yatırım bölümüne 3 aydır giremiyorum iletişime geçtiğim halde düzelmedi hem paycel müşteri hizmetlerini hemde yatırım şirketiyle iletişime geçtim berbat ve fesat bir uygulama yatırım bölümü özellikle,1,2024-04-19 13:23:10,2024,4
Hayatımda daha kötü uygulama görmedim,1,2024-04-19 11:00:51,2024,4
Nisan 16 dan itibaren steam de 1.500 tl ve üzeri alışverişlerde 200 tl hediye kampanyası uygulama da görünmüyor internet sitenizde görünüyor uygulama dan katılabilirsiniz diyor ama yok neyin kafası bu anlamadım...,1,2024-04-18 21:36:43,2024,4
memnunum,5,2024-04-18 19:41:35,2024,4
Nereden kapatılacağı belirtilmeyen bir uygulama,1,2024-04-18 11:56:51,2024,4
İlk üye olduğum zaman kullandığım mail adresi kurum mail adresi ve emekli olmam nedeniyle o mail adresi kapandı mail adresini değiştirmek istiyorum ancak şifremi hatırlamıyorum şifre değiştirmek istediğimde iptal edilmiş mail adresine link gönderiyor telefon ile görüşecek muhatap bulamıyorum üyeliğimi iptal etmek istiyorum ama iptali yapılmış mail adresini değiştiremediğim ve şifremi hatırlamadığım için hiç bir şey yapamıyorum umarım yazdıklarıma bir muhatap bulurum yoksa CİMER e şikayet edeceği,1,2024-04-17 17:46:31,2024,4
"2024 yılına girdik hâla hediye dünyam a hediye eklemiyorsunuz rakipleriniz sizi geçti haberiniz olsun.Edit: Paycell kum torbası etiket gibi bir şey getirmişler ama gerçekten ödül verecek mi hakkında bilgiye ulaşamıyoruz.Eğer puanlarla ödül alıp kargoyla adrese yollamayı başarabilirlerse başarı elde edeceklerdir.Play store hediye çeki,bilim dergisi, bunu yapan hiçbir uygulama yok şuan,Paycell Tupper 750 ml çevirmeli kapak,El yayı,öğrenci adam ne yer simit yer bunun için indirim,olabilir",2,2024-04-17 11:05:55,2024,4
"Hayatımda daha saçma böyle bir özelliğe sahip uygulama görmedim ya kardeșim șifremi unuttum diyorum bak UNUTTUM ha anlamadın mı heceleyerek yazıyorum U - N - U - T - T - U - M. Șifremi unuttum ben sonra yardım almak için ""Șifremi unuttum"" butonuna tıkladım iyi hoș buraya kadar. Yav mail gönderildi bu da iyi hocam gönderilen mailde ki linke basıp șifremi yenilemek için neden benden șifre isteniyor? Unuttuğum șifreyi nerden bileyim ben be șifremi bilsem unuttum diyip link mi isterdim?? REZALET",5,2024-04-17 01:08:58,2024,4
Benin hesabım otomtik kapatıldı ve tek tuş la aç denilen yere basmama rahmen hata veriyor ve bu kart eklediğim gibi oldu ben hiç beğenmedim,1,2024-04-16 19:42:55,2024,4
herşey iyiydi fakat şifremi unuttum ve güvenlik sebebiyle hesabım donduruldu lütfen yardım,1,2024-04-16 16:49:32,2024,4
700 tl para transferi işlemi oldu bi dekont atamıyorlar detayli SMS bilgisi gelmedi diyorum ilgi yok 1 ay oldu neredeyse madur ettiler hep aynı şeyleri söylüyorlar oyaliorlar bi paranın ibnami telofonami gittiğini orda görmek çokmu zor,1,2024-04-16 09:41:29,2024,4
Kimlik doğrulama kısmında problem var. Kimliği okumuyor. Ve irtibat numarası da yok sorunu bildirebileceginiz bir muhatap yok. Acilen düzeltilmesi lazım. O zamana kadar 1 yıldız. Turkcell e yakışmadı.,1,2024-04-16 00:01:27,2024,4
güzel bi uygulama bedava internet kazandırıyo,4,2024-04-15 21:01:36,2024,4
fakirlere göre çok güzel,5,2024-04-15 20:21:18,2024,4
30 tl kart mi olur amk 😑,5,2024-04-15 18:03:31,2024,4
Çok güzel bir şey,5,2024-04-15 14:11:05,2024,4
Çok güzel bir uygulma ben memnun,5,2024-04-15 10:41:07,2024,4
Cok sessiz olmam gereken biyerde ses 0 da olmasina rahmet ses acip kimliginizi tarayin dedi tum iygulamadan sikayetciyim,1,2024-04-15 09:19:02,2024,4
Çok iyo,5,2024-04-15 02:31:32,2024,4
"Dijital kod alamıyoruz hesabımızdaki parayla, Faturana yansıt diyor faturasızlar ve hesabında para olanlar neden yararlanamıyor nasil bi kafa bu ? Uygulama üzerinden Kimlik Dogrulaması yaptım atm para cekme yok bunun düzeltilmesi lazım diger bankalar gibi olmalı",1,2024-04-14 21:13:07,2024,4
Siliyorum boşss,1,2024-04-14 19:21:02,2024,4
İstikrarlı bir şekilde yarı yolda bırakır.,1,2024-04-14 19:16:54,2024,4
Ben bu uygulamayı yükleyip hesabı kapatıp geri sildim. Hesap silinmiş oluyor mu? Her hangi bir sıkıntı çıkmaz demi? Kullanmadığım bir uygulama ama kullananlar memnunsa bir şey demiyorum.,5,2024-04-14 18:28:49,2024,4
Inanilmaz kotu hic bir ise yaramiyor turkcel aboneligimi dahi iptal ettim. 0 yildiz olsa vericem 1 yildiz size artar,1,2024-04-14 14:15:22,2024,4
Süper,5,2024-04-14 13:39:30,2024,4
Turkcell hattımı başka operatöre taşıma sebebimdir bu uygulama... Yanlışlıkla galiba küçük oğlumun onaylayıp aldığı satranç ve Duolingo gibi oyunlara abonelikler yüzünden çatır çatır da ödedim kimseye de bişey ispatlayadim iade istedim olmadı. daha da batmamak için taşındım,1,2024-04-13 19:52:21,2024,4
"Sim kart değişikliği var diye Hata veriyor . Şifremi unuttum tıklıyorum müşteri hizmetlerini arayın diyor. Müşteri hizmetlerini arıyorum, size SMS şle şifre göndericez diyor. Gelen SMS de ise sim kart blokeniz var müşteri hizmetlerini arayın diyor😀😀😀 bu kadar amatörce bi yazılım olamaz",1,2024-04-13 11:54:33,2024,4
"Kardeşim, telefonumun ekranı kırık, dokunmatiği bozuk, telefonun arayüzünü bile göremiyorum, farklı bir cihaza geçiş yapıp paycell'i yüklediğimde ise eski cihazimdan bozuk olduğunu belirtmeme rağmen onay vermemi istiyor? Kafayı mı yediniz siz? nasıl onay vermem gerekiyor ilahi bir güç yoluyla mı? Sms atsana ne varda böyle gereksiz saçma sapan şeylerle uygulamayı kullanılmaz yapıyosunuz?",1,2024-04-13 01:05:15,2024,4
Çok kotu indirmeyin açılmıyor,1,2024-04-12 22:10:25,2024,4
Paycell kullanamıyorum yardım edin artik,1,2024-04-12 20:33:43,2024,4
"Uygulama güzel ama salla topla bölümünden kazanılan puanlar bir kaç gün sonra kayboluyor. Bunun ne anlamı kalıyor ki? Bari biriktirilip internet alınabilse. Puanı alıp biriktiremeyip puanın silinmesinin ne anlamı var, anlamak zor. Bari salla topla var 100 puan yerine 500 veya 1000 puan olsa, insanlar rahatça internet alsa. Turcell'in eski tadı kalmadı.",4,2024-04-12 17:42:24,2024,4
Ben böyle bir uygulama görmedim şifremi unuttum a tıklıyorum şifrenizi değiştirmek için şifrenizi girin diyo ben böyle uygulamanın a*k,1,2024-04-12 17:33:53,2024,4
Iyi,5,2024-04-12 15:27:18,2024,4
Guzel,5,2024-04-12 11:23:09,2024,4
O iğrenç bildirim sesini çok aradınız mi,2,2024-04-11 23:51:09,2024,4
Kredi karti borcunuz varsa burdan hicbirsey alamazsiniz,1,2024-04-11 22:43:26,2024,4
Dolandırıcı ve iğrenç bir uygulama hesabımla para mı çaldılar,1,2024-04-11 16:24:07,2024,4
Paycell şifremi unuttum.Çocukken açmıstım hesabi ve actigim e postanin da sifresini kaybettim.Simdi paycell hesabim var ama giris yapamiyorum.Lütfen yardımcı olun.,5,2024-04-11 14:28:37,2024,4
İndirmeyin,1,2024-04-11 13:11:31,2024,4
Valla güzel bi uygulama çok yararlı yükleyin,5,2024-04-11 03:45:07,2024,4
Gayet anlaşılır bir şekilde sorularıma cevap aldım,5,2024-04-10 08:48:57,2024,4
"UX ve diğer uygulama içi ana ekrandaki butonların dizaynı ile ilgili ve sayfa düzeni tamamen saçma. Dokunmatik telefonumda hediyeler kısmına gireceğim zaman uygulamadan çıkıyor. Neden mi? 😱 Çünkü çok aşırı fazla mükemmel saygı değer Turkcell uygulamasının hediyeler butonu benim telefonumun en altındaki geri tuşu ile neredeyse aynı hizada. Ve Paycell ile faturama yansıtma özelliğini kullanmadığım aylarda da ücret alınıyorsa eğer (ki öyledir, heh, certainly) haram olsun! Hıh",1,2024-04-10 00:21:29,2024,4
Arkadaşlar Paycell kartıma para yükledim param kart da görünüyor ancak ne kullanabiliyorum nede parayı geri alabiliyorum. Karşılıklı birbirimize bakıp özlem gideriyoruz.,5,2024-04-09 20:16:58,2024,4
Berbat bir uygulama,1,2024-04-09 12:40:13,2024,4
Paycell adi altinda heray 179 TL çekiyorsunuz kimseye de ulaşamıyorum beni acil arayın,1,2024-04-08 21:51:17,2024,4
Paycellden ayrılık vakti geldi. Artık benim için bi şey ifade etmiyor. Kendi çalıyor kendi oynuyor. Elveda,1,2024-04-08 19:20:33,2024,4
"Arkadaşımı davet ettim,davet kodunu girdi ama ikimizede puan gelmedi.",1,2024-04-08 19:03:05,2024,4
Sakın kullanmayın daha yeni bir uygulama olduğu için bilmiyorlar gelene sokuyorlar 2750 TL'ye 7 bin TL aldılar bunlar dolandırıcı hırıszlar sölüyorsun anlamıyorlar,5,2024-04-08 16:51:31,2024,4
Uygulamayı iki sene önce sadece bir özelliğe bakmak için indirdim KART VB OLUSTURMADİM uygulama sanirim kendi kendine kart olusturmus uygulamayı kullanmiyorum sürekli inaktiflik ücreti gibi mesajlar aliyorum uygulamayı kullanmiyorum kendi rizamla kart OLUSTURMADİM kesinlikle indirmeyin,1,2024-04-08 16:13:16,2024,4
Uygulamada Kartı ve hesabı iptal etme özelliği yok,1,2024-04-08 14:14:09,2024,4
İnternet şifre unuttum,5,2024-04-08 13:52:14,2024,4
"Şifre mi unuttum diyorum çağrı merkezini ara diyor, arıyorum link gönderiyor tıklıyorum , sim kart değişikliğinden dolayı çağrı merkezini ara diyor, arıyorum şifreniz yok diyor link gönderiyor ve bu kısır döngü asırlarca sürebilir ...! PAYCELL FARKI kısacası amatörlük",1,2024-04-08 13:36:18,2024,4
Uygulama 70-80 TL mi benden habersizce aidat adı altında harcadı. Çok kötü...,1,2024-04-08 13:35:27,2024,4
Her şey iyi güzel ama şu puan kullanım sınırı artık yükselmesi,5,2024-04-08 05:37:47,2024,4
"Şifremi güncellememi talep ediyor ancak sürekli olarak ""Eski şifre hatalı"" uyarısı veriyor. Uygulamaya giriş yaparken girdiğim şifre kesinlikle doğru, bu şifreyi daha önce kullanmadım ancak yine de izin vermiyor.",1,2024-04-08 00:06:02,2024,4
Benim hesabım şifre nedeniyle donduruldu müşteri hizmetlerini aradım ama yardımcı olmadılar dedikleri şu paycell şifrenizi giriniz yazık koskoca Turkcell ve paycell iyice çöp olmuş müşterisine değer vermiyor en kısa zamanda Turkcell den cikicam size 1 yıldız bile çok da neyse,1,2024-04-07 23:38:59,2024,4
Şifre yenileme dahil hiçbir mail alamıyorum gönderildi diyor ama gelen kutusuna gelmiyor,1,2024-04-07 23:10:17,2024,4
hiç tavsiye etmiyorum bir yerde harcama yaptım sonra iade etim firma beni paramı iade eti halde hesabıma aktarmadılar,1,2024-04-07 10:49:03,2024,4
Muhteşem performans herkesi tavsiye ederim 🧿🧿🧿🧿,5,2024-04-07 05:04:02,2024,4
